suite,dimension,function,comparator,test_level,n_pairs,n_eff,n_zero_discarded,statistic,p_exact,p_normal_approx,p_decision,p_holm,holm_m,method_decision,outcome,direction,rank_biserial,decidability,evidential_tier
cec2020,15,3,agsk,per_function_runlevel,30,19,11,7.200000e+01,3.659134e-01,3.652275e-01,3.659134e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.421053e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,4,agsk,per_function_runlevel,30,30,0,5.000000e+00,1.862645e-08,3.029893e-06,1.862645e-08,1.676381e-07,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-9.784946e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,5,agsk,per_function_runlevel,30,30,0,1.850000e+02,3.361465e-01,3.336880e-01,3.361465e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.043011e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,6,agsk,per_function_runlevel,30,30,0,1.920000e+02,4.161299e-01,4.106594e-01,4.161299e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,1.741935e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,7,agsk,per_function_runlevel,30,30,0,4.200000e+01,2.079830e-05,9.310688e-05,2.079830e-05,1.663864e-04,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-8.193548e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,8,agsk,per_function_runlevel,30,15,15,2.700000e+01,6.182861e-02,6.491010e-02,6.182861e-02,3.709717e-01,10,exact_signflip_enumeration_2^n,tie,favors_comparator,-5.500000e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,9,agsk,per_function_runlevel,30,28,2,0.000000e+00,7.450581e-09,4.007458e-06,7.450581e-09,7.450581e-08,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,agsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,1,apgsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,2,apgsk,per_function_runlevel,30,30,0,1.000000e+00,3.725290e-09,2.023744e-06,3.725290e-09,3.725290e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,9.956989e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,3,apgsk,per_function_runlevel,30,29,1,1.100000e+02,1.904408e-02,2.068509e-02,1.904408e-02,9.522041e-02,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,4.942529e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,4,apgsk,per_function_runlevel,30,30,0,8.300000e+01,1.457477e-03,2.179149e-03,1.457477e-03,8.744862e-03,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-6.430108e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,5,apgsk,per_function_runlevel,30,30,0,1.505000e+02,9.296761e-02,9.367555e-02,9.296761e-02,3.203125e-01,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,3.526882e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,6,apgsk,per_function_runlevel,30,30,0,7.100000e+01,5.054884e-04,9.280790e-04,5.054884e-04,4.043907e-03,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,6.946237e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,7,apgsk,per_function_runlevel,30,30,0,7.600000e+01,7.978976e-04,1.333674e-03,7.978976e-04,5.585283e-03,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-6.731183e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,8,apgsk,per_function_runlevel,30,10,20,1.000000e+01,8.007812e-02,8.313107e-02,8.007812e-02,3.203125e-01,10,exact_signflip_enumeration_2^n,tie,favors_comparator,-6.363636e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,9,apgsk,per_function_runlevel,30,28,2,5.000000e+00,5.215406e-08,6.886687e-06,5.215406e-08,4.693866e-07,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-9.753695e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,apgsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,1,fdb-agsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,2,fdb-agsk,per_function_runlevel,30,30,0,7.000000e+01,4.601069e-04,8.621353e-04,4.601069e-04,3.220748e-03,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,6.989247e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,3,fdb-agsk,per_function_runlevel,30,22,8,1.050000e+02,4.975753e-01,4.953788e-01,4.975753e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,1.699605e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,4,fdb-agsk,per_function_runlevel,30,30,0,7.400000e+01,6.665532e-04,1.154995e-03,6.665532e-04,3.999319e-03,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-6.817204e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,5,fdb-agsk,per_function_runlevel,30,30,0,1.710000e+02,2.129329e-01,2.095992e-01,2.129329e-01,8.517314e-01,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.645161e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,6,fdb-agsk,per_function_runlevel,30,30,0,2.800000e+01,2.762303e-06,2.719098e-05,2.762303e-06,2.486072e-05,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.795699e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,7,fdb-agsk,per_function_runlevel,30,30,0,4.700000e+01,3.904104e-05,1.417706e-04,3.904104e-05,3.123283e-04,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-7.978495e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,8,fdb-agsk,per_function_runlevel,30,13,17,1.600000e+01,3.979492e-02,4.269460e-02,3.979492e-02,1.989746e-01,10,exact_signflip_enumeration_2^n,tie,favors_comparator,-6.483516e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,9,fdb-agsk,per_function_runlevel,30,29,1,0.000000e+00,3.725290e-09,2.705476e-06,3.725290e-09,3.725290e-08,10,exact_signflip_enumeration_2^n,loss,favors_comparator,-1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,fdb-agsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,1,atmals-gsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,2,atmals-gsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,3,atmals-gsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,4,atmals-gsk,per_function_runlevel,30,30,0,4.200000e+01,2.079830e-05,9.310688e-05,2.079830e-05,1.247898e-04,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.193548e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,5,atmals-gsk,per_function_runlevel,30,30,0,1.160000e+02,1.546000e-02,1.703610e-02,1.546000e-02,6.184001e-02,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,5.010753e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,6,atmals-gsk,per_function_runlevel,30,30,0,5.000000e+00,1.862645e-08,3.029893e-06,1.862645e-08,1.490116e-07,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,9.784946e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,7,atmals-gsk,per_function_runlevel,30,30,0,1.820000e+02,3.085208e-01,3.037538e-01,3.085208e-01,9.255623e-01,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,2.172043e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,8,atmals-gsk,per_function_runlevel,30,15,15,7.000000e+00,1.098633e-03,2.865733e-03,1.098633e-03,5.493164e-03,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.833333e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,9,atmals-gsk,per_function_runlevel,30,28,2,3.000000e+01,1.470745e-05,8.566582e-05,1.470745e-05,1.029521e-04,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.522167e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,atmals-gsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,1,egsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,2,egsk,per_function_runlevel,30,30,0,3.000000e+01,3.790483e-06,3.257569e-05,3.790483e-06,3.032386e-05,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,8.709677e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,3,egsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,4,egsk,per_function_runlevel,30,30,0,0.000000e+00,1.862645e-09,1.827659e-06,1.862645e-09,1.862645e-08,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,5,egsk,per_function_runlevel,30,30,0,1.160000e+02,1.546000e-02,1.703610e-02,1.546000e-02,7.730002e-02,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,5.010753e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,6,egsk,per_function_runlevel,30,30,0,7.000000e+01,4.601069e-04,8.621353e-04,4.601069e-04,2.760641e-03,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,6.989247e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,7,egsk,per_function_runlevel,30,30,0,1.960000e+02,4.645450e-01,4.590207e-01,4.645450e-01,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,1.569892e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,8,egsk,per_function_runlevel,30,16,14,0.000000e+00,3.051758e-05,4.824930e-04,3.051758e-05,2.136230e-04,10,exact_signflip_enumeration_2^n,win,favors_dt-gsk,1.000000e+00,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,9,egsk,per_function_runlevel,30,18,12,4.700000e+01,9.603882e-02,9.794201e-02,9.603882e-02,3.841553e-01,10,exact_signflip_enumeration_2^n,tie,favors_dt-gsk,4.502924e-01,decidable,pre-registered confirmatory (addendum Sections 3-4)
cec2020,15,10,egsk,per_function_runlevel,30,0,30,0.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,1.000000e+00,10,exact_signflip_enumeration_2^n,tie,none,n/a,not decidable at alpha=0.05 (exact two-sided floor 2/2^5 = 0.0625),pre-registered confirmatory (addendum Sections 3-4)
