suite,dimension,function,algorithm,best,median,mean,worst,sd,n_runs
cec2020,15,4,atmals-gsk,2.350358e-01,4.388397e-01,4.363697e-01,8.596469e-01,1.343981e-01,30
cec2020,15,4,egsk,4.034263e-01,7.323714e-01,7.637168e-01,1.470033e+00,2.343508e-01,30
cec2020,15,4,dt-gsk,2.126264e-01,3.313642e-01,3.163235e-01,3.774621e-01,3.895593e-02,30
cec2020,15,5,gsk,3.122351e-01,3.453230e+00,1.283287e+01,1.247001e+02,3.012131e+01,30
cec2020,15,5,agsk,4.683526e-01,5.287025e+00,5.479381e+00,1.267234e+01,3.431798e+00,30
cec2020,15,5,apgsk,3.122351e-01,1.251622e+01,1.372196e+01,4.252085e+01,9.389987e+00,30
cec2020,15,5,fdb-agsk,1.590863e+00,7.762863e+00,9.043808e+00,3.445413e+01,6.919804e+00,30
cec2020,15,5,atmals-gsk,2.146036e+00,1.254009e+01,3.328096e+01,2.533525e+02,5.688821e+01,30
cec2020,15,5,egsk,3.122351e-01,1.055017e+01,3.968400e+01,1.587768e+02,5.534960e+01,30
cec2020,15,5,dt-gsk,1.561175e-01,1.307194e+00,2.243516e+01,1.351989e+02,4.578069e+01,30
cec2020,15,6,gsk,4.979260e-01,1.055972e+00,3.432285e+00,1.726054e+01,4.854514e+00,30
cec2020,15,6,agsk,7.351378e-03,2.557368e-01,3.252096e-01,1.211300e+00,2.911985e-01,30
cec2020,15,6,apgsk,8.476152e-02,4.292808e-01,9.532043e-01,8.729592e+00,2.104150e+00,30
cec2020,15,6,fdb-agsk,8.121813e-02,6.261035e-01,6.389412e-01,1.532942e+00,3.241415e-01,30
cec2020,15,6,atmals-gsk,1.621202e-01,1.117167e+00,3.914124e+00,1.678487e+01,4.600250e+00,30
cec2020,15,6,egsk,1.113024e-04,4.690225e-01,3.204269e+00,3.019385e+01,6.160085e+00,30
cec2020,15,6,dt-gsk,1.516792e-03,2.802978e-01,2.539657e-01,6.393610e-01,1.455442e-01,30
cec2020,15,7,gsk,3.573219e-02,7.463728e-01,5.721702e+00,1.202534e+02,2.186244e+01,30
cec2020,15,7,agsk,2.104343e-02,2.285043e-01,2.423930e-01,7.173897e-01,1.587453e-01,30
cec2020,15,7,apgsk,6.516577e-02,3.562446e-01,3.758794e-01,9.041981e-01,2.172219e-01,30
cec2020,15,7,fdb-agsk,3.293127e-02,2.492128e-01,2.539485e-01,6.239221e-01,1.505953e-01,30
cec2020,15,7,atmals-gsk,1.693009e-01,5.869329e-01,1.681357e+01,1.299437e+02,4.211775e+01,30
cec2020,15,7,egsk,2.394559e-04,5.168736e-01,1.730810e+01,1.188651e+02,4.061951e+01,30
cec2020,15,7,dt-gsk,4.676027e-02,4.878436e-01,4.844286e+00,1.191514e+02,2.168789e+01,30
cec2020,15,8,gsk,1.000000e+02,1.000000e+02,1.000454e+02,1.008360e+02,1.774249e-01,30
cec2020,15,8,agsk,0.000000e+00,1.000000e+02,7.048396e+01,1.000000e+02,3.717576e+01,30
cec2020,15,8,apgsk,1.583628e+01,1.000000e+02,8.062384e+01,1.000000e+02,3.312098e+01,30
cec2020,15,8,fdb-agsk,0.000000e+00,1.000000e+02,7.688172e+01,1.000000e+02,3.438078e+01,30
cec2020,15,8,atmals-gsk,1.000000e+02,1.000000e+02,1.002844e+02,1.011148e+02,3.749083e-01,30
cec2020,15,8,egsk,1.000000e+02,1.002626e+02,1.038043e+02,1.513875e+02,1.045974e+01,30
cec2020,15,8,dt-gsk,1.235677e+01,1.000000e+02,9.267879e+01,1.007026e+02,2.280574e+01,30
cec2020,15,9,gsk,3.000000e+02,3.904626e+02,3.874994e+02,3.940208e+02,1.666862e+01,30
cec2020,15,9,agsk,1.000000e+02,1.000000e+02,1.133333e+02,3.000000e+02,5.074163e+01,30
cec2020,15,9,apgsk,0.000000e+00,1.000000e+02,1.318963e+02,3.906154e+02,9.547416e+01,30
cec2020,15,9,fdb-agsk,0.000000e+00,1.000000e+02,9.666667e+01,1.000000e+02,1.825742e+01,30
cec2020,15,9,atmals-gsk,1.000000e+02,3.918774e+02,3.772508e+02,4.025862e+02,5.758098e+01,30
cec2020,15,9,egsk,3.000000e+02,3.000000e+02,3.351102e+02,3.948083e+02,4.260932e+01,30
cec2020,15,9,dt-gsk,1.000000e+02,3.000000e+02,3.107957e+02,3.896776e+02,5.327756e+01,30
cec2020,15,10,gsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,agsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,apgsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,fdb-agsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,atmals-gsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,egsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
cec2020,15,10,dt-gsk,4.000000e+02,4.000000e+02,4.000000e+02,4.000000e+02,0.000000e+00,30
