suite,dimension,function,comparator,n_runs,mean_diff,ci_low,ci_high,B,seed,availability
cec2020,5,5,atmals-gsk,30,-1.117244e-01,-2.166387e-01,-2.150400e-02,10000,"SeedSequence([20240620, 2020, 5, 5, 4])",ok
cec2020,5,5,egsk,30,-1.040166e-01,-2.496397e-01,-2.080331e-02,10000,"SeedSequence([20240620, 2020, 5, 5, 5])",ok
cec2020,5,8,gsk,30,7.240417e+00,5.620607e-01,2.084226e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 0])",ok
cec2020,5,8,agsk,30,7.240417e+00,6.605986e-01,2.336840e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 1])",ok
cec2020,5,8,apgsk,30,7.240417e+00,6.605986e-01,2.375299e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 2])",ok
cec2020,5,8,fdb-agsk,30,7.240417e+00,6.605986e-01,2.246320e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 3])",ok
cec2020,5,8,atmals-gsk,30,3.875290e+00,-6.289852e+00,1.713044e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 4])",ok
cec2020,5,8,egsk,30,7.240417e+00,5.620607e-01,2.094577e+01,10000,"SeedSequence([20240620, 2020, 5, 8, 5])",ok
cec2020,5,9,gsk,30,3.252107e+00,-1.343023e+01,2.663469e+01,10000,"SeedSequence([20240620, 2020, 5, 9, 0])",ok
cec2020,5,9,agsk,30,7.669785e+01,5.004671e+01,1.033802e+02,10000,"SeedSequence([20240620, 2020, 5, 9, 1])",ok
cec2020,5,9,apgsk,30,1.000312e+02,8.003130e+01,1.233956e+02,10000,"SeedSequence([20240620, 2020, 5, 9, 2])",ok
cec2020,5,9,fdb-agsk,30,9.669785e+01,7.668220e+01,1.200779e+02,10000,"SeedSequence([20240620, 2020, 5, 9, 3])",ok
cec2020,5,9,atmals-gsk,30,3.364515e+00,-1.331780e+01,2.672915e+01,10000,"SeedSequence([20240620, 2020, 5, 9, 4])",ok
cec2020,5,9,egsk,30,4.937837e+00,-1.174448e+01,2.833133e+01,10000,"SeedSequence([20240620, 2020, 5, 9, 5])",ok
cec2020,5,10,gsk,30,-1.899940e+01,-6.682742e+01,-5.433947e+00,10000,"SeedSequence([20240620, 2020, 5, 10, 0])",ok
cec2020,5,10,agsk,30,1.052623e+02,4.736783e+01,1.601745e+02,10000,"SeedSequence([20240620, 2020, 5, 10, 1])",ok
cec2020,5,10,apgsk,30,1.363921e+02,9.175320e+01,1.861190e+02,10000,"SeedSequence([20240620, 2020, 5, 10, 2])",ok
cec2020,5,10,fdb-agsk,30,6.684117e+01,1.912226e+01,1.098234e+02,10000,"SeedSequence([20240620, 2020, 5, 10, 3])",ok
cec2020,5,10,atmals-gsk,30,-3.987531e-02,-3.473726e+01,3.411595e+01,10000,"SeedSequence([20240620, 2020, 5, 10, 4])",ok
cec2020,5,10,egsk,30,-1.631559e+01,-6.125562e+01,-1.578897e+00,10000,"SeedSequence([20240620, 2020, 5, 10, 5])",ok
