suite,dimension,function,algorithm,best,median,mean,worst,sd,n_runs
cec2020,10,5,apgsk,0.000000e+00,4.162860e-01,5.474220e-01,1.619388e+00,4.230173e-01,30
cec2020,10,5,fdb-agsk,0.000000e+00,2.081430e-01,2.756840e-01,9.244378e-01,2.171938e-01,30
cec2020,10,5,atmals-gsk,0.000000e+00,4.162860e-01,1.109533e+00,1.138110e+01,2.807084e+00,30
cec2020,10,5,egsk,0.000000e+00,4.162860e-01,1.808880e+00,1.138110e+01,3.822267e+00,30
cec2020,10,5,dt-gsk,0.000000e+00,4.162860e-01,2.397454e+00,3.900818e+01,7.459637e+00,30
cec2020,10,6,gsk,2.107382e-01,4.437887e-01,4.822314e-01,9.276288e-01,2.034858e-01,30
cec2020,10,6,agsk,8.011502e-03,4.148596e-02,1.073753e-01,3.648588e-01,1.118079e-01,30
cec2020,10,6,apgsk,2.089062e-02,2.069305e-01,2.249250e-01,9.196049e-01,2.065328e-01,30
cec2020,10,6,fdb-agsk,1.670333e-02,1.352201e-01,1.831838e-01,4.971116e-01,1.490853e-01,30
cec2020,10,6,atmals-gsk,2.105081e-02,4.361802e-01,4.609739e-01,1.432420e+00,3.232674e-01,30
cec2020,10,6,egsk,1.961388e-02,4.390259e-01,4.368253e-01,9.055390e-01,2.309457e-01,30
cec2020,10,6,dt-gsk,3.698810e-04,2.377405e-01,2.736204e-01,6.484184e-01,2.054687e-01,30
cec2020,10,7,gsk,1.038591e-05,5.895206e-01,5.811699e-01,1.124346e+00,3.122053e-01,30
cec2020,10,7,agsk,3.339628e-07,4.174040e-04,8.582991e-04,4.015636e-03,1.008933e-03,30
cec2020,10,7,apgsk,1.901670e-06,4.888948e-04,2.306430e-02,3.130908e-01,7.883785e-02,30
cec2020,10,7,fdb-agsk,5.962491e-05,1.825250e-03,2.542843e-03,8.549605e-03,2.395402e-03,30
cec2020,10,7,atmals-gsk,1.205251e-04,1.484966e-02,1.432477e-01,6.349510e-01,1.958617e-01,30
cec2020,10,7,egsk,8.307432e-04,4.985066e-01,5.602097e-01,1.124346e+00,2.781130e-01,30
cec2020,10,7,dt-gsk,9.223027e-06,3.140907e-01,2.956430e-01,1.121109e+00,3.157410e-01,30
cec2020,10,8,gsk,1.000000e+02,1.000000e+02,1.000096e+02,1.002890e+02,5.277233e-02,30
cec2020,10,8,agsk,0.000000e+00,4.644555e+01,5.793333e+01,1.002902e+02,3.902409e+01,30
cec2020,10,8,apgsk,0.000000e+00,7.012031e+01,6.077642e+01,1.004021e+02,4.078887e+01,30
cec2020,10,8,fdb-agsk,0.000000e+00,4.589844e+01,5.737969e+01,1.006661e+02,4.223162e+01,30
cec2020,10,8,atmals-gsk,0.000000e+00,1.000000e+02,8.745148e+01,1.004006e+02,3.265016e+01,30
cec2020,10,8,egsk,1.000000e+02,1.000000e+02,1.000816e+02,1.006064e+02,1.602104e-01,30
cec2020,10,8,dt-gsk,0.000000e+00,1.000000e+02,7.935998e+01,1.002890e+02,3.575275e+01,30
cec2020,10,9,gsk,1.000000e+02,3.274028e+02,3.130028e+02,3.319258e+02,4.228195e+01,30
cec2020,10,9,agsk,0.000000e+00,1.000000e+02,9.000000e+01,1.000000e+02,3.051286e+01,30
cec2020,10,9,apgsk,0.000000e+00,1.000000e+02,9.001623e+01,2.004868e+02,4.030373e+01,30
cec2020,10,9,fdb-agsk,0.000000e+00,1.000000e+02,9.333333e+01,1.000000e+02,2.537081e+01,30
cec2020,10,9,atmals-gsk,1.000000e+02,3.000000e+02,2.196997e+02,3.342365e+02,1.142255e+02,30
cec2020,10,9,egsk,1.000000e+02,3.273858e+02,2.858248e+02,3.332247e+02,8.522835e+01,30
cec2020,10,9,dt-gsk,1.000000e+02,3.192769e+02,2.799766e+02,3.295443e+02,8.265686e+01,30
cec2020,10,10,gsk,3.977429e+02,3.977429e+02,4.026256e+02,4.457869e+02,1.410168e+01,30
cec2020,10,10,agsk,1.000001e+02,3.977429e+02,3.381943e+02,3.977429e+02,1.211330e+02,30
cec2020,10,10,apgsk,1.000039e+02,3.977429e+02,3.481199e+02,3.977429e+02,1.128572e+02,30
cec2020,10,10,fdb-agsk,1.000003e+02,3.977429e+02,3.580439e+02,3.977429e+02,1.029431e+02,30
cec2020,10,10,atmals-gsk,3.977429e+02,3.980090e+02,4.026887e+02,4.434000e+02,1.381086e+01,30
cec2020,10,10,egsk,3.977429e+02,3.987970e+02,4.015920e+02,4.433807e+02,1.139254e+01,30
cec2020,10,10,dt-gsk,3.977429e+02,3.980090e+02,3.995537e+02,4.433567e+02,8.285442e+00,30
