suite,dimension,function,algorithm,best,median,mean,worst,sd,n_runs
cec2020,20,4,agsk,6.617385e-02,2.171149e-01,2.330780e-01,4.398956e-01,9.244486e-02,30
cec2020,20,4,apgsk,1.264146e-01,3.692238e-01,3.497651e-01,5.020435e-01,1.054754e-01,30
cec2020,20,4,fdb-agsk,7.657819e-02,2.579808e-01,2.759961e-01,5.327616e-01,1.282979e-01,30
cec2020,20,4,atmals-gsk,2.868823e-01,6.476692e-01,6.377928e-01,9.166710e-01,1.439636e-01,30
cec2020,20,4,egsk,4.828610e-01,1.099020e+00,1.105842e+00,1.822695e+00,3.156711e-01,30
cec2020,20,4,dt-gsk,8.924168e-01,1.384008e+00,1.630554e+00,4.214772e+00,8.261513e-01,30
cec2020,20,5,gsk,4.163409e-01,1.211175e+02,1.054599e+02,2.585739e+02,8.986409e+01,30
cec2020,20,5,agsk,1.099044e+00,1.222812e+02,8.174843e+01,1.778609e+02,6.599233e+01,30
cec2020,20,5,apgsk,7.889389e+00,1.360931e+02,1.438670e+02,3.030319e+02,7.636011e+01,30
cec2020,20,5,fdb-agsk,1.040852e-01,1.040676e+02,9.324539e+01,2.603374e+02,7.444547e+01,30
cec2020,20,5,atmals-gsk,2.010731e+01,1.323270e+02,1.416425e+02,3.641327e+02,7.609618e+01,30
cec2020,20,5,egsk,1.307215e+00,1.376031e+02,1.362760e+02,2.521725e+02,8.015932e+01,30
cec2020,20,5,dt-gsk,6.582174e+00,1.272706e+02,1.164197e+02,2.475802e+02,5.295636e+01,30
cec2020,20,6,gsk,4.816655e-01,8.359987e-01,1.149862e+00,7.023940e+00,1.188032e+00,30
cec2020,20,6,agsk,8.573420e-02,1.598707e-01,1.690733e-01,2.979075e-01,4.913123e-02,30
cec2020,20,6,apgsk,6.109715e-02,1.946159e-01,1.898638e-01,4.219084e-01,8.032502e-02,30
cec2020,20,6,fdb-agsk,6.342259e-02,1.761636e-01,1.756138e-01,3.287781e-01,6.242861e-02,30
cec2020,20,6,atmals-gsk,2.038941e-01,1.153028e+00,1.435897e+00,1.172283e+01,2.286981e+00,30
cec2020,20,6,egsk,2.457171e-01,7.204222e-01,1.941334e+00,1.297032e+01,3.212975e+00,30
cec2020,20,6,dt-gsk,3.676715e-01,9.037331e-01,1.444353e+00,7.209125e+00,1.548795e+00,30
cec2020,20,7,gsk,2.035704e-01,9.051406e+00,2.689744e+01,1.545168e+02,4.628265e+01,30
cec2020,20,7,agsk,6.811232e-02,4.811883e-01,2.446584e+00,2.975735e+01,5.782061e+00,30
cec2020,20,7,apgsk,1.952260e-01,6.735055e-01,4.957711e+00,1.711265e+01,5.753591e+00,30
cec2020,20,7,fdb-agsk,2.404808e-01,5.785508e-01,4.276293e+00,2.982982e+01,7.070842e+00,30
cec2020,20,7,atmals-gsk,3.007959e-02,8.799529e+00,4.261221e+01,1.653167e+02,5.918753e+01,30
cec2020,20,7,egsk,4.878517e-01,2.919325e+01,5.940240e+01,2.147138e+02,6.672333e+01,30
cec2020,20,7,dt-gsk,6.754577e-01,1.242366e+01,4.246743e+01,1.427330e+02,5.128405e+01,30
cec2020,20,8,gsk,1.000000e+02,1.011555e+02,1.009003e+02,1.028202e+02,8.814768e-01,30
cec2020,20,8,agsk,5.905671e+01,1.000000e+02,9.863522e+01,1.000000e+02,7.475188e+00,30
cec2020,20,8,apgsk,8.242846e+01,1.000000e+02,9.941428e+01,1.000000e+02,3.208109e+00,30
cec2020,20,8,fdb-agsk,6.975869e+01,1.000000e+02,9.899196e+01,1.000000e+02,5.521282e+00,30
cec2020,20,8,atmals-gsk,1.000000e+02,1.012624e+02,1.010102e+02,1.026014e+02,8.454031e-01,30
cec2020,20,8,egsk,1.000000e+02,1.005629e+02,1.116223e+02,4.288545e+02,5.992047e+01,30
cec2020,20,8,dt-gsk,7.834616e+01,1.000000e+02,9.927821e+01,1.000000e+02,3.953431e+00,30
cec2020,20,9,gsk,3.000000e+02,3.806227e+02,3.586285e+02,4.053600e+02,4.435698e+01,30
cec2020,20,9,agsk,1.000000e+02,4.074866e+02,3.092063e+02,4.312130e+02,1.506400e+02,30
cec2020,20,9,apgsk,1.000000e+02,4.224734e+02,3.042386e+02,4.605731e+02,1.699696e+02,30
cec2020,20,9,fdb-agsk,1.000000e+02,4.008797e+02,2.718390e+02,4.281461e+02,1.577880e+02,30
cec2020,20,9,atmals-gsk,3.000000e+02,4.038091e+02,3.984091e+02,4.355525e+02,2.511461e+01,30
cec2020,20,9,egsk,3.000000e+02,4.015177e+02,3.986101e+02,4.928341e+02,4.491756e+01,30
cec2020,20,9,dt-gsk,3.000000e+02,3.881065e+02,3.786673e+02,4.086457e+02,2.915773e+01,30
cec2020,20,10,gsk,3.992498e+02,4.137103e+02,4.147684e+02,4.533157e+02,1.093050e+01,30
cec2020,20,10,agsk,3.990080e+02,3.990786e+02,4.033640e+02,4.137095e+02,5.744820e+00,30
cec2020,20,10,apgsk,3.990331e+02,3.991041e+02,4.040409e+02,4.137745e+02,6.359039e+00,30
cec2020,20,10,fdb-agsk,3.990354e+02,3.991055e+02,4.036907e+02,4.137635e+02,6.262360e+00,30
cec2020,20,10,atmals-gsk,4.012883e+02,4.137728e+02,4.209661e+02,4.923954e+02,1.984841e+01,30
cec2020,20,10,egsk,3.993244e+02,4.082516e+02,4.189107e+02,5.032908e+02,2.521741e+01,30
cec2020,20,10,dt-gsk,3.991354e+02,4.102822e+02,4.089151e+02,4.141908e+02,5.699112e+00,30
