suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2011,1,3,egsk,150000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,1500,1.151508e-05,25,ok
cec2011,1,3,dt-gsk,3000,1.151508e-05,25,ok
cec2011,1,3,dt-gsk,4500,1.151492e-05,25,ok
cec2011,1,3,dt-gsk,7500,1.151492e-05,25,ok
cec2011,1,3,dt-gsk,15000,1.151491e-05,25,ok
cec2011,1,3,dt-gsk,30000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,45000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,60000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,75000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,90000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,105000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,120000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,135000,1.151489e-05,25,ok
cec2011,1,3,dt-gsk,150000,1.151489e-05,25,ok
cec2011,1,4,gsk,1500,1.683636e+00,25,ok
cec2011,1,4,gsk,3000,8.405402e-01,25,ok
cec2011,1,4,gsk,4500,0.000000e+00,25,ok
cec2011,1,4,gsk,7500,0.000000e+00,25,ok
cec2011,1,4,gsk,15000,0.000000e+00,25,ok
cec2011,1,4,gsk,30000,0.000000e+00,25,ok
cec2011,1,4,gsk,45000,0.000000e+00,25,ok
cec2011,1,4,gsk,60000,0.000000e+00,25,ok
cec2011,1,4,gsk,75000,0.000000e+00,25,ok
cec2011,1,4,gsk,90000,0.000000e+00,25,ok
cec2011,1,4,gsk,105000,0.000000e+00,25,ok
cec2011,1,4,gsk,120000,0.000000e+00,25,ok
cec2011,1,4,gsk,135000,0.000000e+00,25,ok
cec2011,1,4,gsk,150000,0.000000e+00,25,ok
cec2011,1,4,agsk,1500,2.539623e+00,25,ok
cec2011,1,4,agsk,3000,8.405761e-01,25,ok
cec2011,1,4,agsk,4500,8.405761e-01,25,ok
cec2011,1,4,agsk,7500,0.000000e+00,25,ok
cec2011,1,4,agsk,15000,0.000000e+00,25,ok
cec2011,1,4,agsk,30000,0.000000e+00,25,ok
cec2011,1,4,agsk,45000,0.000000e+00,25,ok
cec2011,1,4,agsk,60000,0.000000e+00,25,ok
cec2011,1,4,agsk,75000,0.000000e+00,25,ok
cec2011,1,4,agsk,90000,0.000000e+00,25,ok
cec2011,1,4,agsk,105000,0.000000e+00,25,ok
cec2011,1,4,agsk,120000,0.000000e+00,25,ok
cec2011,1,4,agsk,135000,0.000000e+00,25,ok
cec2011,1,4,agsk,150000,0.000000e+00,25,ok
cec2011,1,4,apgsk,1500,9.891980e+00,25,ok
cec2011,1,4,apgsk,3000,3.905879e+00,25,ok
cec2011,1,4,apgsk,4500,1.634541e+00,25,ok
cec2011,1,4,apgsk,7500,8.347284e-01,25,ok
cec2011,1,4,apgsk,15000,0.000000e+00,25,ok
cec2011,1,4,apgsk,30000,0.000000e+00,25,ok
cec2011,1,4,apgsk,45000,0.000000e+00,25,ok
cec2011,1,4,apgsk,60000,0.000000e+00,25,ok
cec2011,1,4,apgsk,75000,0.000000e+00,25,ok
cec2011,1,4,apgsk,90000,0.000000e+00,25,ok
cec2011,1,4,apgsk,105000,0.000000e+00,25,ok
cec2011,1,4,apgsk,120000,0.000000e+00,25,ok
cec2011,1,4,apgsk,135000,0.000000e+00,25,ok
cec2011,1,4,apgsk,150000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,1500,5.315312e+00,25,ok
cec2011,1,4,fdb-agsk,3000,3.952475e+00,25,ok
cec2011,1,4,fdb-agsk,4500,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,7500,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,15000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,30000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,45000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,60000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,75000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,90000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,105000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,120000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,135000,0.000000e+00,25,ok
cec2011,1,4,fdb-agsk,150000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,1500,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,3000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,4500,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,7500,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,15000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,30000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,45000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,60000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,75000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,90000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,105000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,120000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,135000,0.000000e+00,25,ok
cec2011,1,4,atmals-gsk,150000,0.000000e+00,25,ok
cec2011,1,4,egsk,1500,8.406450e-01,25,ok
cec2011,1,4,egsk,3000,8.406450e-01,25,ok
cec2011,1,4,egsk,4500,8.406450e-01,25,ok
cec2011,1,4,egsk,7500,8.405934e-01,25,ok
cec2011,1,4,egsk,15000,8.383045e-01,25,ok
cec2011,1,4,egsk,30000,0.000000e+00,25,ok
cec2011,1,4,egsk,45000,0.000000e+00,25,ok
cec2011,1,4,egsk,60000,0.000000e+00,25,ok
