suite,dimension,function,comparator,p_paired_raw,p_paired_holm,decision_paired,p_unpaired_raw,p_unpaired_holm,decision_unpaired,transition
cec2017,100,8,atmals-gsk,5.322937e-10,1.543652e-08,win,3.942357e-18,9.664127e-17,win,none
cec2017,100,9,atmals-gsk,5.322937e-10,1.543652e-08,win,3.031333e-18,8.790867e-17,win,none
cec2017,100,10,atmals-gsk,5.242733e-05,5.767007e-04,win,8.994662e-07,1.079359e-05,win,none
cec2017,100,11,atmals-gsk,5.322937e-10,1.543652e-08,win,1.005104e-17,2.211228e-16,win,none
cec2017,100,12,atmals-gsk,8.697031e-01,1.000000e+00,tie,6.346571e-01,1.000000e+00,tie,none
cec2017,100,13,atmals-gsk,1.000000e+00,1.000000e+00,tie,2.388299e-01,1.000000e+00,tie,none
cec2017,100,14,atmals-gsk,5.322937e-10,1.543652e-08,win,1.900186e-17,3.990390e-16,win,none
cec2017,100,15,atmals-gsk,4.706071e-07,6.588500e-06,win,2.291573e-08,2.979044e-07,win,none
cec2017,100,16,atmals-gsk,3.831592e-03,2.682115e-02,win,8.302261e-02,5.811583e-01,tie,sig_to_ns
cec2017,100,17,atmals-gsk,1.175358e-08,1.880574e-07,win,2.804534e-12,4.487254e-11,win,none
cec2017,100,18,atmals-gsk,5.996047e-10,1.543652e-08,win,1.740588e-16,3.307117e-15,win,none
cec2017,100,19,atmals-gsk,4.061809e-07,6.092714e-06,win,8.975392e-09,1.256555e-07,win,none
cec2017,100,20,atmals-gsk,2.732681e-09,4.645557e-08,win,2.699037e-15,4.858266e-14,win,none
cec2017,100,21,atmals-gsk,5.322937e-10,1.543652e-08,win,3.186872e-17,6.373744e-16,win,none
cec2017,100,22,atmals-gsk,5.115753e-06,6.138903e-05,win,8.291585e-09,1.243738e-07,win,none
cec2017,100,23,atmals-gsk,2.478040e-06,3.221452e-05,win,1.396931e-06,1.536624e-05,win,none
cec2017,100,24,atmals-gsk,1.935570e-09,3.484026e-08,win,7.047900e-15,1.198143e-13,win,none
cec2017,100,25,atmals-gsk,3.657093e-01,1.000000e+00,tie,7.530978e-01,1.000000e+00,tie,none
cec2017,100,26,atmals-gsk,5.649717e-10,1.543652e-08,win,5.288121e-18,1.216268e-16,win,none
cec2017,100,27,atmals-gsk,5.322937e-10,1.543652e-08,win,3.504317e-18,9.461655e-17,win,none
cec2017,100,28,atmals-gsk,1.088390e-03,8.707120e-03,loss,3.994571e-04,3.595114e-03,loss,none
cec2017,100,29,atmals-gsk,1.022425e-04,9.201828e-04,win,2.789093e-04,2.789093e-03,win,none
cec2017,100,30,atmals-gsk,5.456469e-05,5.767007e-04,loss,6.908052e-04,5.526442e-03,loss,none
cec2017,100,1,egsk,2.580588e-09,4.128940e-08,win,7.917977e-12,1.029337e-10,win,none
cec2017,100,3,egsk,5.322937e-10,1.543652e-08,loss,3.303682e-18,9.248303e-17,loss,none
cec2017,100,4,egsk,5.322937e-10,1.543652e-08,loss,3.302965e-18,9.248303e-17,loss,none
cec2017,100,5,egsk,6.765913e-01,1.000000e+00,tie,8.147939e-01,1.000000e+00,tie,none
cec2017,100,6,egsk,9.071719e-10,1.814344e-08,win,8.259072e-15,1.569224e-13,win,none
cec2017,100,7,egsk,9.103423e-05,8.193080e-04,win,1.063703e-05,9.694408e-05,win,none
cec2017,100,8,egsk,1.142377e-01,5.711883e-01,tie,6.569490e-02,3.284745e-01,tie,none
cec2017,100,9,egsk,5.322937e-10,1.543652e-08,win,3.031333e-18,8.790867e-17,win,none
cec2017,100,10,egsk,1.216238e-09,2.189228e-08,win,2.105828e-13,3.579907e-12,win,none
cec2017,100,11,egsk,3.094884e-05,3.404372e-04,loss,9.694408e-06,9.694408e-05,loss,none
cec2017,100,12,egsk,5.322937e-10,1.543652e-08,win,3.303682e-18,9.248303e-17,win,none
cec2017,100,13,egsk,5.322937e-10,1.543652e-08,loss,3.303682e-18,9.248303e-17,loss,none
cec2017,100,14,egsk,3.461755e-01,1.000000e+00,tie,5.118979e-01,1.000000e+00,tie,none
cec2017,100,15,egsk,5.322937e-10,1.543652e-08,loss,5.325716e-17,1.278172e-15,loss,none
cec2017,100,16,egsk,5.322937e-10,1.543652e-08,loss,1.243402e-16,2.859825e-15,loss,none
cec2017,100,17,egsk,5.454523e-01,1.000000e+00,tie,9.893203e-01,1.000000e+00,tie,none
cec2017,100,18,egsk,1.738290e-07,2.259777e-06,loss,2.673879e-12,3.743430e-11,loss,none
cec2017,100,19,egsk,4.287878e-05,4.287878e-04,loss,5.293145e-08,6.351775e-07,loss,none
cec2017,100,20,egsk,2.580588e-09,4.128940e-08,win,1.364803e-12,2.183685e-11,win,none
cec2017,100,21,egsk,1.184345e-02,7.106071e-02,tie,9.050098e-03,5.430059e-02,tie,none
cec2017,100,22,egsk,6.751958e-10,1.543652e-08,win,1.490766e-15,3.130608e-14,win,none
cec2017,100,23,egsk,5.649717e-10,1.543652e-08,loss,1.946423e-16,4.282130e-15,loss,none
cec2017,100,24,egsk,1.241759e-08,1.738463e-07,loss,1.912378e-12,2.868567e-11,loss,none
cec2017,100,25,egsk,5.963887e-01,1.000000e+00,tie,4.296799e-01,1.000000e+00,tie,none
cec2017,100,26,egsk,5.521818e-04,4.417454e-03,loss,1.831035e-04,1.281725e-03,loss,none
cec2017,100,27,egsk,1.535364e-09,2.610119e-08,win,7.430808e-15,1.486162e-13,win,none
cec2017,100,28,egsk,9.071719e-10,1.814344e-08,loss,2.270918e-14,4.087653e-13,loss,none
cec2017,100,29,egsk,6.302901e-07,7.563482e-06,loss,2.949997e-07,3.244997e-06,loss,none
cec2017,100,30,egsk,5.716864e-04,4.417454e-03,win,1.157299e-04,9.258392e-04,win,none
