doc,field_type,field_id,target,cached_result,location
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_031,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_077,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_121,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_129,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_143,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_145,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_complexity_188,ref_sec_alg_complexity,3.8,cross-reference to sec:alg:complexity
DT-GSK.docx,REF,REF_ref_sec_alg_deepstall_090,ref_sec_alg_deepstall,3.3.5,cross-reference to sec:alg:deepstall
DT-GSK.docx,REF,REF_ref_sec_alg_deepstall_112,ref_sec_alg_deepstall,3.3.5,cross-reference to sec:alg:deepstall
DT-GSK.docx,REF,REF_ref_sec_alg_ism_044,ref_sec_alg_ism,3.4,cross-reference to sec:alg:ism
DT-GSK.docx,REF,REF_ref_sec_alg_ism_051,ref_sec_alg_ism,3.4,cross-reference to sec:alg:ism
DT-GSK.docx,REF,REF_ref_sec_alg_ism_122,ref_sec_alg_ism,3.4,cross-reference to sec:alg:ism
DT-GSK.docx,REF,REF_ref_sec_alg_nlpsr_110,ref_sec_alg_nlpsr,3.3.3,cross-reference to sec:alg:nlpsr
DT-GSK.docx,REF,REF_ref_sec_alg_overview_160,ref_sec_alg_overview,3.2,cross-reference to sec:alg:overview
DT-GSK.docx,REF,REF_ref_sec_alg_overview_203,ref_sec_alg_overview,3.2,cross-reference to sec:alg:overview
DT-GSK.docx,REF,REF_ref_sec_alg_polish_052,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_polish_123,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_polish_127,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_polish_128,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_polish_131,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_polish_133,ref_sec_alg_polish,3.5,cross-reference to sec:alg:polish
DT-GSK.docx,REF,REF_ref_sec_alg_profile_054,ref_sec_alg_profile,3.7,cross-reference to sec:alg:profile
DT-GSK.docx,REF,REF_ref_sec_alg_profile_057,ref_sec_alg_profile,3.7,cross-reference to sec:alg:profile
DT-GSK.docx,REF,REF_ref_sec_alg_profile_058,ref_sec_alg_profile,3.7,cross-reference to sec:alg:profile
DT-GSK.docx,REF,REF_ref_sec_alg_scaffold_048,ref_sec_alg_scaffold,3.3,cross-reference to sec:alg:scaffold
DT-GSK.docx,REF,REF_ref_sec_algorithm_006,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_algorithm_076,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_algorithm_163,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_algorithm_184,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_algorithm_187,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_algorithm_191,ref_sec_algorithm,3,cross-reference to sec:algorithm
DT-GSK.docx,REF,REF_ref_sec_conclusions_004,ref_sec_conclusions,5,cross-reference to sec:conclusions
DT-GSK.docx,REF,REF_ref_sec_conclusions_008,ref_sec_conclusions,5,cross-reference to sec:conclusions
DT-GSK.docx,REF,REF_ref_sec_conclusions_195,ref_sec_conclusions,5,cross-reference to sec:conclusions
DT-GSK.docx,REF,REF_ref_sec_exp_cec2013lsgo_150,ref_sec_exp_cec2013lsgo,4.6,cross-reference to sec:exp:cec2013lsgo
DT-GSK.docx,REF,REF_ref_sec_exp_cec2013lsgo_155,ref_sec_exp_cec2013lsgo,4.6,cross-reference to sec:exp:cec2013lsgo
DT-GSK.docx,REF,REF_ref_sec_exp_cec2013lsgo_198,ref_sec_exp_cec2013lsgo,4.6,cross-reference to sec:exp:cec2013lsgo
DT-GSK.docx,REF,REF_ref_sec_exp_cec2017_153,ref_sec_exp_cec2017,4.2,cross-reference to sec:exp:cec2017
DT-GSK.docx,REF,REF_ref_sec_exp_cec2017_desc_190,ref_sec_exp_cec2017_desc,4.2.1,cross-reference to sec:exp:cec2017:desc
DT-GSK.docx,REF,REF_ref_sec_exp_cec2020_016,ref_sec_exp_cec2020,4.5,cross-reference to sec:exp:cec2020
DT-GSK.docx,REF,REF_ref_sec_exp_cec2020_154,ref_sec_exp_cec2020,4.5,cross-reference to sec:exp:cec2020
DT-GSK.docx,REF,REF_ref_sec_exp_cec2020_189,ref_sec_exp_cec2020,4.5,cross-reference to sec:exp:cec2020
DT-GSK.docx,REF,REF_ref_sec_exp_cec2020_197,ref_sec_exp_cec2020,4.5,cross-reference to sec:exp:cec2020
DT-GSK.docx,REF,REF_ref_sec_exp_cec2020_199,ref_sec_exp_cec2020,4.5,cross-reference to sec:exp:cec2020
DT-GSK.docx,REF,REF_ref_sec_exp_discussion_156,ref_sec_exp_discussion,4.9,cross-reference to sec:exp:discussion
DT-GSK.docx,REF,REF_ref_sec_exp_settings_169,ref_sec_exp_settings,4.1,cross-reference to sec:exp:settings
DT-GSK.docx,REF,REF_ref_sec_exp_settings_181,ref_sec_exp_settings,4.1,cross-reference to sec:exp:settings
DT-GSK.docx,REF,REF_ref_sec_exp_settings_185,ref_sec_exp_settings,4.1,cross-reference to sec:exp:settings
DT-GSK.docx,REF,REF_ref_sec_exp_stats_168,ref_sec_exp_stats,4.2.3,cross-reference to sec:exp:stats
DT-GSK.docx,REF,REF_ref_sec_exp_stats_200,ref_sec_exp_stats,4.2.3,cross-reference to sec:exp:stats
DT-GSK.docx,REF,REF_ref_sec_exp_stats_201,ref_sec_exp_stats,4.2.3,cross-reference to sec:exp:stats
DT-GSK.docx,REF,REF_ref_sec_experiments_003,ref_sec_experiments,4,cross-reference to sec:experiments
DT-GSK.docx,REF,REF_ref_sec_experiments_007,ref_sec_experiments,4,cross-reference to sec:experiments
DT-GSK.docx,REF,REF_ref_sec_experiments_013,ref_sec_experiments,4,cross-reference to sec:experiments
DT-GSK.docx,REF,REF_ref_sec_experiments_017,ref_sec_experiments,4,cross-reference to sec:experiments
DT-GSK.docx,REF,REF_ref_sec_experiments_152,ref_sec_experiments,4,cross-reference to sec:experiments
DT-GSK.docx,REF,REF_ref_sec_rel_structure_134,ref_sec_rel_structure,2.2,cross-reference to sec:rel:structure
DT-GSK.docx,REF,REF_ref_sec_related_001,ref_sec_related,2,cross-reference to sec:related
DT-GSK.docx,REF,REF_ref_sec_related_002,ref_sec_related,2,cross-reference to sec:related
DT-GSK.docx,REF,REF_ref_sec_related_005,ref_sec_related,2,cross-reference to sec:related
DT-GSK.docx,REF,REF_ref_sec_related_125,ref_sec_related,2,cross-reference to sec:related
DT-GSK.docx,REF,REF_ref_tab_architecture_059,ref_tab_architecture,4,cross-reference to tab:architecture
DT-GSK.docx,REF,REF_ref_tab_architecture_094,ref_tab_architecture,4,cross-reference to tab:architecture
DT-GSK.docx,REF,REF_ref_tab_cec2020_ranks_179,ref_tab_cec2020_ranks,17,cross-reference to tab:cec2020-ranks
DT-GSK.docx,REF,REF_ref_tab_comparator_params_main_148,ref_tab_comparator_params_main,12,cross-reference to tab:comparator-params-main
DT-GSK.docx,REF,REF_ref_tab_comparator_params_main_159,ref_tab_comparator_params_main,12,cross-reference to tab:comparator-params-main
DT-GSK.docx,REF,REF_ref_tab_comparator_params_main_202,ref_tab_comparator_params_main,12,cross-reference to tab:comparator-params-main
DT-GSK.docx,REF,REF_ref_tab_dim_gating_092,ref_tab_dim_gating,5,cross-reference to tab:dim-gating
DT-GSK.docx,REF,REF_ref_tab_family_review_009,ref_tab_family_review,1,cross-reference to tab:family-review
DT-GSK.docx,REF,REF_ref_tab_family_review_011,ref_tab_family_review,1,cross-reference to tab:family-review
DT-GSK.docx,REF,REF_ref_tab_family_review_014,ref_tab_family_review,1,cross-reference to tab:family-review
DT-GSK.docx,REF,REF_ref_tab_family_review_015,ref_tab_family_review,1,cross-reference to tab:family-review
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2013_177,ref_tab_friedman_cec2013,16,cross-reference to tab:friedman-cec2013
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_164,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_166,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_170,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_171,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_176,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_friedman_cec2017_194,ref_tab_friedman_cec2017,14,cross-reference to tab:friedman-cec2017
DT-GSK.docx,REF,REF_ref_tab_lsgo_ranks_180,ref_tab_lsgo_ranks,18,cross-reference to tab:lsgo-ranks
DT-GSK.docx,REF,REF_ref_tab_notation_022,ref_tab_notation,3,cross-reference to tab:notation
DT-GSK.docx,REF,REF_ref_tab_notation_ism_024,ref_tab_notation_ism,8,cross-reference to tab:notation-ism
DT-GSK.docx,REF,REF_ref_tab_notation_ism_029,ref_tab_notation_ism,8,cross-reference to tab:notation-ism
DT-GSK.docx,REF,REF_ref_tab_notation_scaffold_023,ref_tab_notation_scaffold,6,cross-reference to tab:notation-scaffold
DT-GSK.docx,REF,REF_ref_tab_notation_scaffold_028,ref_tab_notation_scaffold,6,cross-reference to tab:notation-scaffold
DT-GSK.docx,REF,REF_ref_tab_notation_scaffold_107,ref_tab_notation_scaffold,6,cross-reference to tab:notation-scaffold
DT-GSK.docx,REF,REF_ref_tab_panel_146,ref_tab_panel,11,cross-reference to tab:panel
DT-GSK.docx,REF,REF_ref_tab_panel_158,ref_tab_panel,11,cross-reference to tab:panel
DT-GSK.docx,REF,REF_ref_tab_parameters_030,ref_tab_parameters,10,cross-reference to tab:parameters
DT-GSK.docx,REF,REF_ref_tab_parameters_056,ref_tab_parameters,10,cross-reference to tab:parameters
