suite,dimension,function,algorithm,checkpoint_nfes,mean_error,n_runs,availability
cec2017,10,4,dt-gsk,40000,1.366806e-09,51,ok
cec2017,10,4,dt-gsk,50000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,60000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,70000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,80000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,90000,0.000000e+00,51,ok
cec2017,10,4,dt-gsk,100000,0.000000e+00,51,ok
cec2017,10,5,gsk,1000,9.299211e+01,51,ok
cec2017,10,5,gsk,2000,6.798142e+01,51,ok
cec2017,10,5,gsk,3000,5.650923e+01,51,ok
cec2017,10,5,gsk,5000,4.775626e+01,51,ok
cec2017,10,5,gsk,10000,3.889011e+01,51,ok
cec2017,10,5,gsk,20000,3.308629e+01,51,ok
cec2017,10,5,gsk,30000,2.924301e+01,51,ok
cec2017,10,5,gsk,40000,2.638941e+01,51,ok
cec2017,10,5,gsk,50000,2.452787e+01,51,ok
cec2017,10,5,gsk,60000,2.296038e+01,51,ok
cec2017,10,5,gsk,70000,2.190530e+01,51,ok
cec2017,10,5,gsk,80000,2.147462e+01,51,ok
cec2017,10,5,gsk,90000,2.066409e+01,51,ok
cec2017,10,5,gsk,100000,2.036101e+01,51,ok
cec2017,10,5,agsk,1000,1.167680e+02,51,ok
cec2017,10,5,agsk,2000,9.825122e+01,51,ok
cec2017,10,5,agsk,3000,8.688048e+01,51,ok
cec2017,10,5,agsk,5000,7.024891e+01,51,ok
cec2017,10,5,agsk,10000,4.685705e+01,51,ok
cec2017,10,5,agsk,20000,2.691063e+01,51,ok
cec2017,10,5,agsk,30000,1.803358e+01,51,ok
cec2017,10,5,agsk,40000,1.406332e+01,51,ok
cec2017,10,5,agsk,50000,1.156883e+01,51,ok
cec2017,10,5,agsk,60000,9.897663e+00,51,ok
cec2017,10,5,agsk,70000,8.764096e+00,51,ok
cec2017,10,5,agsk,80000,7.594061e+00,51,ok
cec2017,10,5,agsk,90000,6.869012e+00,51,ok
cec2017,10,5,agsk,100000,6.369526e+00,51,ok
cec2017,10,5,apgsk,1000,1.119086e+02,51,ok
cec2017,10,5,apgsk,2000,9.682356e+01,51,ok
cec2017,10,5,apgsk,3000,8.871499e+01,51,ok
cec2017,10,5,apgsk,5000,7.395302e+01,51,ok
cec2017,10,5,apgsk,10000,5.014933e+01,51,ok
cec2017,10,5,apgsk,20000,3.073667e+01,51,ok
cec2017,10,5,apgsk,30000,2.349526e+01,51,ok
cec2017,10,5,apgsk,40000,2.131428e+01,51,ok
cec2017,10,5,apgsk,50000,2.039101e+01,51,ok
cec2017,10,5,apgsk,60000,1.796665e+01,51,ok
cec2017,10,5,apgsk,70000,1.386719e+01,51,ok
cec2017,10,5,apgsk,80000,1.117823e+01,51,ok
cec2017,10,5,apgsk,90000,9.219457e+00,51,ok
cec2017,10,5,apgsk,100000,8.364198e+00,51,ok
cec2017,10,5,fdb-agsk,1000,1.141761e+02,51,ok
cec2017,10,5,fdb-agsk,2000,9.702803e+01,51,ok
cec2017,10,5,fdb-agsk,3000,8.675170e+01,51,ok
cec2017,10,5,fdb-agsk,5000,6.818117e+01,51,ok
cec2017,10,5,fdb-agsk,10000,4.388190e+01,51,ok
cec2017,10,5,fdb-agsk,20000,2.370460e+01,51,ok
cec2017,10,5,fdb-agsk,30000,1.704152e+01,51,ok
cec2017,10,5,fdb-agsk,40000,1.317484e+01,51,ok
cec2017,10,5,fdb-agsk,50000,1.085815e+01,51,ok
cec2017,10,5,fdb-agsk,60000,9.252098e+00,51,ok
cec2017,10,5,fdb-agsk,70000,7.888206e+00,51,ok
cec2017,10,5,fdb-agsk,80000,6.861064e+00,51,ok
cec2017,10,5,fdb-agsk,90000,6.166696e+00,51,ok
cec2017,10,5,fdb-agsk,100000,6.003804e+00,51,ok
cec2017,10,5,atmals-gsk,1000,8.220974e+01,51,ok
cec2017,10,5,atmals-gsk,2000,5.799469e+01,51,ok
cec2017,10,5,atmals-gsk,3000,4.821425e+01,51,ok
cec2017,10,5,atmals-gsk,5000,3.735140e+01,51,ok
cec2017,10,5,atmals-gsk,10000,2.684906e+01,51,ok
cec2017,10,5,atmals-gsk,20000,2.005607e+01,51,ok
cec2017,10,5,atmals-gsk,30000,1.662235e+01,51,ok
cec2017,10,5,atmals-gsk,40000,1.481195e+01,51,ok
cec2017,10,5,atmals-gsk,50000,1.399344e+01,51,ok
cec2017,10,5,atmals-gsk,60000,1.357714e+01,51,ok
cec2017,10,5,atmals-gsk,70000,1.325274e+01,51,ok
cec2017,10,5,atmals-gsk,80000,1.302145e+01,51,ok
cec2017,10,5,atmals-gsk,90000,1.284658e+01,51,ok
cec2017,10,5,atmals-gsk,100000,1.207652e+01,51,ok
